,Core,Rim,Inv,Neg,Pos
NLE1,4.749912493,4.74063002,4.747820256,3.426583451,2.856034382
NLGN1,5.348655127,5.36564401,5.212207935,2.838540454,1.84929526
NLGN2,7.600811351,7.730727918,7.82867888,5.083667923,4.204885689
NLGN3,6.852830159,7.159004099,7.582873239,6.352243064,4.378356189
NLGN4X,5.556266233,5.636260105,5.547342814,3.558946172,2.084463204
NLK,5.860830669,5.866966955,6.435661013,4.075499105,3.488922021
NLN,4.869007801,4.852338062,4.675109315,3.139477345,3.039324122
NLRC4,2.999797877,3.033681706,2.573398131,2.836185295,2.549723535
NLRC5,4.273072052,4.443078868,4.018502064,3.519252393,3.383430609
NLRP1,3.052347768,3.31372691,3.53579856,4.534904567,3.539757564
NLRP10,0.067887916,0.064279385,0.009965357,0.008548002,1.158065902
NLRP12,0.873296912,0.877118581,0.791112075,3.209259098,2.070425739
NLRP13,0,0.014052255,0,0.872279283,0.247276767
NLRP14,0.477186151,0.546196199,0.547058096,0.141534135,0.936657181
NLRP3,3.226308837,3.319759169,3.644525261,6.107997111,7.575515467
NLRP5,0.00845398,0.010008642,0.004498574,0.028949025,1.55736913
NLRP6,0.901038135,0.798564987,0.788290891,1.966490216,1.504505823
NLRP8,0,0.008284835,0.013574331,1.373263887,0.060060062
NLRP9,0.613360407,0.648375738,0.584597405,0.201160286,0.122101025
NLRX1,4.360176651,4.475701628,4.429321365,2.683836195,2.845387289
NMBR,0.660521564,0.515059997,0.610077459,0.251813499,0.047198449
NMD3,6.190248043,6.048129599,5.797405462,4.710181672,3.362173317
NME4,7.922692533,7.958579961,7.695211988,6.543097552,6.57671318
NME5,4.888565826,4.871470363,5.404975596,3.14724973,1.974604221
NME6,4.2575883,4.20621891,4.079176335,2.64732254,2.548969507
NME8,0.695606992,0.590046769,0.832773298,1.180552369,1.01945539
NMI,4.601665782,4.601675755,4.150495316,3.802793484,2.672309916
NMNAT1,4.500161956,4.377381326,4.437054578,2.960222861,2.400072908
NMNAT2,4.078926056,4.518049747,4.969389253,1.691616541,2.180553525
NMNAT3,4.131306986,3.977003833,3.922336556,2.301991685,2.005592333
NMRAL2P,1.213530416,1.099349648,0.348637182,0.432404011,0.714723788
NMRK1,5.491599185,5.616461944,5.628712649,4.381105906,4.210991352
NMRK2,0.486893595,0.636369889,0.452654105,0.102863985,0.341306679
NMS,0.0228973,0,0.023286402,0,0
NMT1,7.118814167,7.083703502,7.18862958,5.030260159,3.963806075
NMU,2.037501233,2.179356665,2.277138158,1.91058263,0.974421229
NMUR1,0.546945167,0.763914759,0.363314758,0.685142006,1.251252359
NMUR2,0.290015841,0.724158287,0.954688067,0.175353189,0.521168217
NNMT,5.618782073,6.172311465,3.723881166,2.428675711,1.86017254
NOB1,6.368044565,6.294284476,6.004417766,4.744896938,4.61923233
NOBOX,0.008014632,0.008265963,0.008162723,0.031139192,0.17817583
NOC3L,4.740539066,4.63150487,4.544274177,3.024434522,2.120802743
NOC4L,5.432835326,5.482104887,5.371972753,4.24633867,4.152989483
NOCT,3.798509232,4.047797219,3.372122936,2.58598257,2.421558947
NOD1,3.746696561,3.815537845,3.332969828,2.228474172,2.190026466
NOD2,2.488290244,2.464918564,1.704890555,1.591103719,2.401437915
NODAL,2.355098788,2.985710117,2.540705362,2.140618493,2.412064397
NOL10,5.128322687,5.090473275,4.896513919,3.450336024,2.868991712
NOL4,3.598184368,3.71632225,3.892676889,2.679144862,1.267009271
NOL4L,4.442275795,4.577020865,5.025337441,2.960688752,4.03251728
NOL4L-DT,0.071132723,0.079309044,0.110992041,0.119210959,0.357150646
NOL6,5.76647159,5.793760552,5.767695676,3.430737706,3.990138434
NOL7,7.982281727,7.94904758,7.882591158,6.757325516,6.270271652
NOL9,4.863130454,4.698817918,4.967672209,2.921353502,3.183436612
NOLC1,6.823126939,6.834421086,6.929867648,5.111982481,4.311768316
NOM1,4.880823956,4.779068579,4.620078557,2.415992331,2.447680184
NOMO1,5.460824444,5.48156825,5.60515579,3.59044898,3.4656874
NOMO2,3.844990456,3.896835526,3.922323557,2.275913722,1.831773599
NOP10,8.304202542,8.39818279,7.924906574,7.353527569,6.951769432
NOP16,5.637627053,5.564293808,5.232897378,4.089960838,3.58054023
NOP2,5.948823234,5.867111431,5.672927315,4.156995275,4.005185105
NOS1,1.206505715,1.659724227,2.205456247,1.151616728,1.802947974
NOSIP,6.333750357,6.39187414,6.308046723,5.570703272,5.585161508
NOSTRIN,1.123103612,1.279411762,1.583897409,0.858600155,0.430080066
NOTCH2,6.101429284,5.883911873,5.721212578,3.593386273,3.087489978
NOTCH3,6.304150357,6.574430583,5.911066903,4.143610893,2.970118855
NOTO,0.011509845,0.023265587,0,0,0.296244237
NOTUM,1.652271705,1.484328682,1.437605959,0.715989693,0.570678515
NOVA1,7.267140766,7.041727727,6.991400362,4.36468415,3.477505176
NOVA2,5.642775242,5.769149745,5.922505389,3.747002037,2.538517915
NOX1,1.86356259,1.899655376,1.716214181,1.248827723,0.22106266
NOX3,0.08309316,0.048519622,0.106249883,0.006541771,0.012288384
NOX4,2.396331028,2.772207005,1.671774862,1.31265956,1.246372813
NOXO1,2.932959519,2.847750899,2.992719965,1.168067459,1.032758831
NOXRED1,2.402545454,2.164499125,2.221085737,0.820452027,0.394573094
NPAS1,2.886383207,3.028974744,2.73479939,1.265090166,0.744948324
NPAS2,5.085841093,5.239272342,4.674979625,2.368913297,2.034763927
NPAS3,5.442037206,5.492753515,5.677035748,2.811148275,2.992621184
NPAS4,0.73668793,0.589642883,2.72361327,0.338596449,0.27205619
NPAT,4.306177181,4.173060288,4.22979394,2.642375711,2.041625165
NPC1L1,1.01463624,0.920552722,0.436546648,0.363523616,0.383521426
NPDC1,8.065228041,8.301854546,8.47638882,6.237813013,4.482083159
NPEPL1,6.079558513,6.037503252,6.160276405,4.468509545,4.37889955
NPEPPSP1,2.204636603,2.130900666,2.31791544,0.942284119,0.99168552
NPFF,4.978955266,5.02175564,4.917184647,2.905421299,3.062736919
NPFFR1,0.331823614,0.336019678,0.789739141,0.245308423,0.226239229
NPFFR2,0.0387433,0.189369929,0.325945107,0.150053002,0.180434242
NPHP1,4.383896887,4.160381528,4.057975402,3.148681834,1.421937122
NPHS1,0.043999318,0.126042925,0.195494989,0.919380138,0.592708028
NPIPA3,1.099135748,1.22095529,1.662348521,0.848143588,0.296711213
NPL,5.909629447,6.023723177,5.955676075,4.799909094,5.9227234
NPLOC4,6.00046573,6.024221646,5.980209967,5.113309505,4.65401308
NPM1,9.17282633,8.935703743,8.635853631,7.715835283,6.590041701
NPM2,2.745159769,2.980621749,3.83536841,1.780376656,0.987337492
NPM3,5.746757796,5.890841153,5.523891832,4.838840102,4.182551347
NPNT,4.920668205,5.034462603,4.744012532,2.164574785,1.047176481
NPPB,0.831423957,0.93842379,0.522168189,0.182330697,0.111471829
NPPC,1.805435255,2.217249394,2.461041103,1.431782955,2.333420041
NPR1,2.805647841,3.227000965,2.646602962,1.907914312,1.050071749
NPR3,1.530864118,1.301325255,0.997877734,1.019133798,1.330452929
NPS,0.069745776,0.185585784,0.213863926,0.059963231,0.103810587
NPTX1,4.837528092,5.218148552,5.028689518,2.609802799,1.553863083
NPTX2,4.831707924,5.6824601,5.686276632,3.837886026,4.985025317
NPTXR,5.941242479,6.178976953,6.733231462,4.208300108,2.479299107
NPVF,0.01311147,0.012856432,0.058623623,0.326503503,1.109130741
NPW,3.088958093,3.283955992,2.484138135,1.865779939,1.488034404
NPY,4.107406495,4.877711359,5.574646971,2.692505792,1.109549838
NPY1R,1.890904669,2.335543689,2.758386066,1.267071302,1.436863554
NPY2R,0.835426981,1.163185884,1.228241494,0.15541412,0.386592486
NPY5R,0.597230375,1.073362918,1.264556999,0.124992057,1.250258772
NQO1,5.601560349,6.151838507,5.959576595,4.291054759,3.085382725
NR0B1,1.301614601,1.504011411,1.026817699,0.810202491,0.686302421
NR0B2,0.227452006,0.187817665,0.114917551,0.306895721,0.040501203
