,Core,Rim,Inv,Neg,Pos
CSNK1D,7.341350314,7.421013919,7.309643939,5.205460105,5.345668132
CSNK1G3,5.311530997,5.153082083,5.198338472,3.574578395,2.445931109
CSNK2A1,7.045108939,6.97741234,6.967170166,4.385188604,4.283327433
CSNK2A2,5.997735039,5.865228723,5.819951997,3.543696676,3.251124567
CSPG4,6.287723482,6.620327934,6.494645403,4.894928765,3.778850831
CSPG5,7.60258042,7.907656239,8.378860417,5.563955001,4.119110639
CSRNP1,6.224088828,6.513789985,6.269013518,6.987989406,8.718319871
CSRNP2,5.983071111,6.017099425,6.076211038,4.217786395,3.221684916
CSRNP3,3.439046278,3.524803232,4.4259652,2.073039624,1.971444577
CSRP1,7.360790109,7.647689928,8.468801376,7.34868457,6.829538094
CSRP2,8.691602993,8.831232451,8.228645322,6.672034976,5.298944254
CSRP3,0.224578615,0.308923663,0.179492633,0.016700883,0.024926955
CST1,0.48417566,0.607438278,0.232054007,0.156145157,0.373450726
CST11,0,0,0,0,0
CST13P,0,0,0,0,0
CST2,0.183761127,0.441957616,0.060406069,0.261843481,0.127232481
CST3,10.88329978,11.10531776,11.40529167,10.3563936,9.353704846
CST4,0,0.01824928,0,0,0
CST5,0,0,0.036202326,0,0.297456829
CST6,0.924275504,1.037218632,0.839558409,1.409827417,1.698984131
CST7,2.282198648,2.455727639,2.018281832,5.032573366,4.476822575
CST8,0,0,0,0,0.322685959
CST9,0.036032384,0.045164632,0.018934641,0.05062467,0.056573953
CST9L,0.045444097,0.034331698,0.015488689,0,0.615115672
CSTA,3.744496244,3.885204217,2.908544621,5.685365369,4.484784483
CSTB,8.920377543,9.044664913,8.501591809,8.074779388,7.715364119
CSTF1,5.508469415,5.441417112,5.39932833,3.932694792,3.665513264
CSTF2,5.491682006,5.413687751,5.275419453,3.222388183,2.986979104
CSTF3-DT,0.742627428,0.780887031,0.701666725,0.195675277,1.113121093
CSTL1,0.101693688,0.061806326,0.089758266,0,0.623611457
CT45A1,0.030414636,0,0.029999084,0,0
CT47B1,0,0.057306806,0,0.032092266,0
CT55,0,0,0,0,0
CT62,0.076427217,0.10084043,0.096314953,0.008173791,0.332879002
CT83,0,0,0,0,0
CTAG2,0.058934127,0.033325132,0.07765962,0,0.086912617
CTBP1,7.463310528,7.565782161,7.614385201,6.364288538,4.92860521
CTBP1-DT,5.121571676,5.166648433,5.123830427,3.360736532,2.570802833
CTBS,5.148818174,5.163762522,4.942295835,4.220527895,4.253192535
CTC1,4.584721307,4.504917287,4.629407295,2.826914378,2.489295576
CTCF,6.409170919,6.30636897,6.492967296,5.169167818,3.817181126
CTCFL,0.209990949,0.190287975,0.156153005,0.765580722,0.434644201
CTDNEP1,8.458648938,8.388291976,8.297065163,6.508674621,5.491647877
CTDP1,5.097540615,5.180027262,4.951763646,4.391703652,3.630325651
CTDSPL2,5.120482354,4.927018732,4.90759239,2.923604289,2.488686921
CTF1,3.568448222,3.945719052,3.830942122,1.567805559,1.563164791
CTH,4.217122749,3.945519748,3.972339009,1.977644808,2.288755914
CTHRC1,4.215261303,4.740905976,3.082822198,2.521943071,1.999050401
CTLA4,0.905047993,1.060765299,0.89006831,2.257171698,1.343797632
CTNNAL1,5.751379623,5.649119788,5.2669136,2.846954695,2.249005664
CTNNB1,8.899949074,8.898360052,8.768144128,6.371422322,6.680102912
CTNNBIP1,6.016684149,6.071717031,6.683753664,5.119413611,4.039027072
CTNNBL1,5.646930691,5.691844654,5.542278636,4.123610401,4.547131002
CTNND2,8.069460806,8.093045853,8.653279499,4.396304466,3.985423369
CTPS1,5.249287898,5.172395941,5.231027598,3.442651188,3.727579073
CTR9,6.005610614,5.953211513,5.949996645,4.355827534,4.020835478
CTRB1,0.183640184,0.178311355,0.263432534,0.249054034,0.191847675
CTRB2,0.159724138,0.211816424,0.154252901,0.304921173,0.385636197
CTRC,1.310990747,1.027600533,1.212383761,0.816096384,0.917921535
CTSB,9.737987115,9.979522475,9.154270084,9.035730054,9.797028606
CTSC,5.567521584,5.717820908,4.771327858,5.337902957,6.272439439
CTSE,0,0,0,0,0
CTSF,7.854696525,7.839862131,8.216224449,6.047749961,5.469966171
CTSG,0.11836507,0.142643271,0.170027863,2.430023227,1.227740036
CTSH,7.021547781,7.238555467,6.662332592,6.038730488,6.404980128
CTSK,5.421768354,5.586293371,5.113042188,3.375459477,2.424710449
CTSL,8.770322898,8.876185322,7.916681965,6.689833885,6.418283752
CTSL3P,0.21151525,0.118688197,0.044683775,0.019208222,0
CTSLP8,0,0.104197094,0.150953578,0.298893625,0
CTSO,0,0.009872007,0.012203984,0,0.00474017
CTSS,6.164781069,6.225826297,5.763766068,6.553297486,6.663849501
CTSV,1.24158788,1.361066813,1.829480075,2.111344652,1.900270436
CTSZ,8.345379847,8.589917186,8.182096944,7.839033459,8.474760805
CTTN,7.854266405,7.959912088,7.934812697,5.600599722,4.596079626
CTTNBP2,5.686638206,5.453343341,5.811411766,3.852206818,4.368960968
CTTNBP2NL,5.510763115,5.480709287,5.408109897,3.375529449,3.506295384
CTU1,4.849640385,4.824481408,4.524184484,3.938378831,2.74480245
CTXN1,7.882712938,8.110545267,8.279173359,5.49660313,3.260729283
CTXN3,0.514263024,0.853256751,1.771358281,0.112212758,0
CUBN,2.105152197,1.989525584,1.892276411,1.072509399,1.842601052
CUEDC2,7.72891216,7.829259913,7.888212111,7.000788263,5.852919056
CUL1,6.457425301,6.39122428,6.401412617,4.137150098,3.713019143
CUL2,5.070104133,5.078056483,5.211275985,2.928758243,3.510275308
CUL3,6.0438438,5.947853199,6.135854722,4.002454856,4.271937288
CUL4A,6.79042614,6.684543603,6.516516847,3.68501947,3.800519162
CUL4B,6.432238153,6.366928869,6.346397249,4.910277986,3.68460542
CUL5,5.595040706,5.539589912,5.677310293,3.567481834,3.722868538
CUL9,5.130440756,5.108265605,5.18448309,4.017007355,3.99304465
CUTALP,5.28209452,5.155932201,5.385597873,2.970715239,3.347942717
CUX1,2.122441216,2.096840997,2.246493568,1.577331887,0.941368033
CUX2,1.471407853,1.732220449,2.476467667,0.895889108,2.445435498
CWC15,0.102321572,0.120470859,0.209657472,0.192390217,0.032579682
CWC22,5.113547636,4.99553994,5.02817506,3.243425909,2.995839929
CWC25,5.510147147,5.331415437,5.181559978,4.533354176,4.049218971
CWC27,5.05432457,5.025692307,5.035011674,4.03337265,2.211693481
CWF19L2,5.223304937,5.080519407,5.085103082,2.690460845,2.751652974
CWH43,0.067900919,0.105413738,0.024405977,0.364447086,0
CX3CL1,6.596361929,7.034141725,6.739364364,4.260552129,3.306508255
CX3CR1,5.888178044,6.136991928,6.808305569,6.836039963,5.520460892
CXADR,5.388202314,5.385354164,5.145160355,3.967321555,3.795557929
CXADRP3,0.030628052,0.063617868,0.012196694,0,0.008683321
CXCL1,3.290038159,3.567391438,3.206299427,5.404913348,4.147029115
CXCL12,4.183476529,4.701283543,4.033871828,4.337285319,4.146932472
CXCL13,1.169909792,1.064734042,0.421011823,0.683810645,0.246596815
CXCL14,6.682524394,6.824961637,6.100725503,2.290697575,1.622042335
CXCL2,4.604451545,4.970137229,4.047303721,6.370835204,7.525293156
CXCL3,4.007921514,3.760670162,1.896473152,4.530512043,6.51946802
CXCL5,3.106916128,3.101338904,1.875690295,1.103769521,1.714431239
CXCL6,1.899114248,2.225079335,0.469619502,2.288199695,0.160355785
CXCL8,6.563515579,6.731953665,3.866864629,10.52834975,11.31390571
CXCL9,1.866105557,1.433608733,1.271017928,0.855350653,1.514522641
CXCR1,1.540653084,1.801876907,1.762896132,5.560641948,2.688334515
CXCR2,2.29198749,2.493667549,2.54460537,5.618697061,3.080994692
CXCR4,6.033452201,6.477567555,5.694135683,8.295386211,8.059060338
CXorf38,4.546321787,4.556814788,4.352554847,2.793866413,3.028160181
CXorf51A,0,0,0,0,0
CXorf51B,0,0,0,0,0
CXorf58,0.424109228,0.59543518,0.568754495,0.111588804,2.133007134
CXorf65,0.476684681,0.607446248,0.51359047,1.839183866,1.226380063
CXorf66,0,0.021329404,0,0,0
CXXC1,6.527203559,6.466507589,6.475756003,5.186102725,4.339861836
CXXC1P1,0.025227948,0.043522311,0,0.086003052,0.00734875
CXXC4,4.575240028,4.37294865,4.844019039,2.740482046,1.859372111
CXXC5,8.017705026,8.033051029,8.13277897,4.920318848,3.996522851
CYB561D1,4.636774998,4.487389564,4.65312432,2.53119977,2.57519931
CYB5A,6.860541482,7.025025075,6.837455925,6.4209616,4.800309281
CYB5B,5.948232494,6.031045938,6.072285446,4.503958492,3.448241646
CYB5D2,6.435116717,6.533859468,6.575141081,4.730587682,4.853957728
CYB5R1,7.089826398,7.208388982,7.011830309,6.481865439,5.704052956
CYB5R2,4.070560871,4.260471632,4.560971133,3.604062071,4.142118226
CYB5R4,5.278950174,5.213738048,5.088936025,4.162842035,4.146732344
CYB5RL,3.300844907,3.226164801,3.232008398,2.561943301,1.15791746
CYBA,7.02380882,7.479432847,6.945873501,9.161125495,8.934787436
CYBB,6.193885983,6.183478614,5.853989094,6.057206598,6.480683749
CYBRD1,6.778835412,6.660429711,6.82939479,4.901772163,4.608472174
CYC1,7.714536521,7.728066471,7.834585392,6.515036173,5.165266215
CYCS,6.905697808,6.902714969,7.206641038,6.482589472,6.081487733
CYFIP1,7.125551288,7.178943292,7.288094367,6.185431764,6.892397646
CYHR1,6.519882942,6.540485514,6.627712842,5.033813155,4.559892122
CYLC1,0.027866468,0.025412918,0.017380172,0.006233998,0
CYLC2,0,0,0,0,0.100526344
CYLD,5.204498698,5.270361393,5.359105564,4.303573392,4.49396443
CYMP,0.07766129,0.060192529,0.115506781,0.058293113,0.205153591
CYP11B1,0.008143617,0,0.00415819,0.026724805,0.212684815
CYP11B2,0,0,0,0.904114854,0.182156501
CYP1A1,0.326723713,0.317372542,0.377623692,0.066490847,0.212473148
CYP1A2,0.010657398,0.028993496,0.011191856,0.003770549,0.763479638
CYP1B1,4.040460698,4.812759035,3.325525594,1.470778256,1.523301786
CYP1B1-AS1,0.66494406,0.649091801,0.759853282,0.268626293,0.26689046
CYP20A1,4.353710489,4.243485736,4.31965852,2.892220756,3.314054512
CYP24A1,0.438955373,0.459245176,0.491262113,0.207882089,0.276023203
CYP26A1,0.921658941,1.303136552,0.917897255,1.028696583,1.56905056
CYP26B1,2.400699865,2.622119271,3.066708106,0.640519832,1.653532535
CYP26C1,0.221173297,0.40326218,0.587495744,0.240211789,0.437855189
CYP27A1,6.445482479,6.582206839,6.794743716,5.091913658,6.410680023
CYP27B1,2.397415665,2.341997017,1.915704501,1.903382649,1.838800619
CYP27C1,1.840968333,1.746776875,1.518732754,1.671536991,0.657573087
CYP2A13,0.027444285,0.009650687,0.009221419,0.013943316,1.026220988
CYP2A6,0.999870069,0.981389981,1.147168992,1.140417949,1.389021214
CYP2C8,0.875628361,1.127643297,1.251616286,0.985682239,0.320249181
CYP2C9,0.030245936,0.01250308,0.012187939,0.534339524,0.16923252
CYP2D7,1.241291903,1.144174896,1.295127865,0.799931415,0.299202343
CYP2F1,0.083029557,0.129007163,0.131110046,0.069724353,0.96622731
CYP2J2,4.628679781,5.061213947,5.810685962,3.505362099,4.006987249
CYP2R1,0.031038248,0.080183772,0.020460697,0.066593749,0
CYP2S1,2.438345877,2.662670413,2.433839012,2.260832987,2.425761327
CYP2U1,5.634819243,5.537434528,5.526273206,3.613712036,2.323952787
CYP2W1,0.434401165,0.439759801,0.383130981,0.131021102,0.348295037
CYP39A1,2.450150787,2.572092031,2.975032295,1.877873794,1.050894464
CYP3A4,0.521624407,0.427016666,0.554712797,0.606342227,0.25075507
CYP3A43,0.886960362,0.753264204,0.814262231,0.349060449,0.829860264
CYP46A1,3.199021259,3.642318472,4.498294073,1.56541539,1.262637072
CYP4A11,0.063824177,0.066441181,0.094139125,0.268520194,0
CYP4A22,0.03160381,0.011197137,0.063602287,0.769787472,0.257110694
CYP4B1,0.623941988,0.695622295,1.240665098,0.377830563,1.379298337
CYP4F11,2.909370083,3.361427871,3.83291434,1.259420961,1.384089259
CYP4F12,1.806516835,1.931567086,2.465705751,1.357981337,0.757086547
CYP4F2,0.29636768,0.375329386,0.452901708,0.481648902,0.299399343
CYP4F22,0.065050207,0.088224474,0.017121889,0.278180519,0.278937053
CYP4F24P,3.599980065,3.680923581,3.177364897,2.200552579,0.933063729
CYP4F3,1.570038508,1.507876769,2.23801306,1.250461788,1.19579631
CYP4F30P,0,0,0,0,0
CYP4F35P,0.41101043,0.566039232,0.881989577,0.066616513,0.131916969
CYP4F8,0,0.004591734,0.015636421,0.537079476,0.271223217
CYP4V2,5.455786049,5.482586787,5.746413065,2.928336808,3.691986714
CYP4X1,1.168695758,1.671682527,2.446384227,1.437567058,0.326557812
CYP4Z1,0.240911111,0.251531763,0.544559642,0.021746198,0.019504672
CYP4Z2P,0.009510497,0,0.01961037,0.079102826,0.892970501
CYP7A1,0.170585979,0.223917725,0.129522579,0.983294793,0.035820981
CYP7B1,2.095095158,2.762143115,3.292992186,2.730535971,1.469075852
CYRIA,5.832169438,5.911906051,6.293039772,4.121071453,5.739182576
CYS1,2.019477724,2.498375175,3.5582969,1.011566661,0.966861439
CYSLTR1,1.881764943,1.734764894,1.958209564,2.031791824,1.420789515
CYSRT1,3.917957452,3.805139283,3.717879292,1.972725061,0.944341853
CYTH1,6.442941606,6.526316705,6.785346569,5.375115143,6.227279764
CYTH2,6.591150128,6.623183671,6.528197898,5.216930843,4.054250759
CYTH3,5.797785619,5.90750305,6.050797747,4.20827681,4.58398194
CYTH4,4.645875718,4.801286694,4.333131775,5.754849698,5.942289852
CYTIP,3.590250356,3.713636583,2.949194193,5.734595207,4.808365753
CYTL1,4.609814048,4.977936636,5.229721945,4.976899192,5.742531669
CYYR1,4.004393225,4.315511944,4.187527621,3.643125581,1.694459911
D21S2088E,1.077222758,1.378026693,1.308676873,0.952760692,0.747044975
D2HGDH,5.701934336,5.78418863,5.728031217,3.65604605,3.610242627
DAAM1,4.422951728,4.458614642,4.514271628,1.815585191,2.450381299
DAB2,5.866949861,6.031017949,5.268697831,4.009769803,4.888246742
DAB2IP,6.189193643,6.414633551,6.418379803,3.267142427,2.994245571
DACH1,2.939523034,2.359384066,2.58313054,1.303256655,1.972142153
DACH2,0.960686958,1.421274786,2.076481998,0.633355851,0.665146246
DACT1,3.336061439,3.369691407,3.313084377,2.13981094,2.240732303
DACT2,1.080033791,1.632420776,1.718123627,0.512710538,0.572678323
DAD1,9.303354691,9.331660559,9.066666363,8.572866972,8.67231613
DAG1,7.172584743,7.186924764,7.044139606,4.93203187,3.251101822
DAGLA,4.574712535,4.728434875,5.20434824,2.33557163,1.966388238
DAND5,1.194305655,1.377094383,1.136944107,0.653501016,0.170389468
DAO,0.362815956,0.41733178,0.761527244,0.027314596,0.781610717
DAP,7.795318973,7.777906564,7.487490501,6.446020507,5.302887917
DAPK1,4.850367283,4.662002125,5.303355537,2.39056638,2.612892702
DAPK2,2.73325907,2.968675771,3.677930752,2.796640716,2.375004111
DAPL1,2.590314571,2.061183349,1.478193247,2.368076257,1.219349428
DAPP1,2.289554618,2.341673428,2.075582368,2.285635863,2.218796982
DARS1,7.879384035,7.760921769,7.562329592,5.79436013,6.354195664
DAW1,0.775855313,1.175412568,0.828023531,1.19640578,0.624178265
DAZAP1,7.184194853,7.211163478,7.10983843,5.933632767,5.599249908
DAZL,0.055189082,0.022968437,0.005288941,0.369480708,0.004038804
DBF4B,3.47863247,3.489918622,3.703435437,1.924713623,2.254555452
DBI,10.22855191,10.30494052,10.21828641,9.360333716,9.391826796
DBN1,7.618209591,7.750067564,7.56984529,6.056753018,4.059441755
DBNL,7.752440959,7.84893889,7.746710541,6.93729338,7.663481879
DBR1,5.260585398,5.151146114,4.998754885,3.102132734,2.647802258
DBT,4.323037535,4.14951608,4.414676078,1.918207651,3.941745003
DBX1,0.090696456,0.154047411,0.079811739,0,0.053564928
DBX2,2.552735046,2.827639236,3.588830019,1.246697659,0.665685934
DCAF10,4.848585051,4.744805795,4.737113116,2.709006551,3.049827786
DCAF12,6.481937976,6.371518554,6.238236212,5.053543986,3.619607008
DCAF12L1,0,0.010348889,0.01167222,0,0
DCAF16,6.019825022,5.921089232,5.843865876,4.141615565,3.028988885
DCAF4,3.769401255,3.788166133,3.904445116,2.024556472,2.754251689
DCAF5,5.462361536,5.381547084,5.53858864,3.676721705,2.893614059
DCAKD,7.155393912,7.193789339,7.112282508,4.572423004,3.502211508
DCBLD2,5.859430529,5.951697229,4.930651814,3.089456162,2.660868003
DCC,2.394844316,2.517825618,2.393104153,2.111773251,1.095691864
DCD,0.037053397,0,0,0.015165421,0.275897236
DCHS1,5.320270709,5.36310091,5.012085858,2.651680519,2.80530776
DCHS2,1.34135644,1.381347801,1.776497926,0.54617849,0.730905481
DCK,6.31302868,6.213166791,6.370318495,4.461244699,3.945764141
DCLK2,7.72448922,7.939098863,7.885383886,4.520205584,4.658321489
DCLK3,0.605658539,0.930492128,0.890262117,1.169306753,0.828774293
DCLRE1A,4.161421331,4.161004223,4.332365889,2.073982551,1.610207695
DCLRE1B,4.559645814,4.493203556,4.349276398,3.301073925,3.072567883
DCN,6.842890489,7.511208175,7.023251936,5.677596998,5.926781779
DCP1A,0.048022455,0.042314463,0.057662015,0.011677798,0.00883564
DCP1B,4.268814499,4.208003357,4.167859694,2.486183742,2.461701729
DCSTAMP,0.873386771,1.215491379,0.772676747,0.869901553,2.136648435
DCT,2.40263279,2.505765801,2.176813408,1.194621469,0.551024388
DCTD,6.865958884,6.914804341,7.156665283,5.081085879,5.054698929
DCTN3,8.366412322,8.421991531,8.362845474,7.858741009,7.103744639
DCTN4,7.513172722,7.344896244,7.418573602,4.768322509,4.850217397
DCUN1D1,5.601217996,5.429435041,5.569777881,3.48353475,3.801786134
DCUN1D2,5.103780744,4.976081824,5.343583672,4.39111955,2.936908217
DCUN1D4,5.928213179,5.840400464,5.953080661,3.038295162,2.719122349
DCUN1D5,4.008181097,4.011213941,4.307069337,3.054175864,2.996166157
DCX,4.206289678,4.324272212,4.041955534,3.363907197,1.695728482
DCXR,7.925707764,7.902582157,8.124939548,7.35858428,5.690999107
DDB2,4.921188685,4.976821238,4.991663738,4.307881177,3.80382772
DDHD1,3.827521837,3.84398757,4.135826236,2.067087179,3.534835692
DDHD2,5.869178877,5.771396635,6.223606801,3.589441683,3.447933499
DDIAS,2.630803719,2.513908337,2.227897417,1.303177398,1.970796714
DDIT4,8.667426383,8.867957633,8.508894551,7.89537007,7.451929737
DDIT4L,4.211398362,4.324942079,3.949008426,1.383562348,0.466209978
DDN,2.939194067,3.283686925,5.000643879,1.462734266,1.316833018
DDOST,8.359512407,8.294349605,7.998969453,6.341439005,6.116430628
DDR2,5.089064222,5.119500399,4.52732508,1.871918809,3.024359732
DDRGK1,7.239099793,7.389511851,7.412312155,6.566584754,6.312822148
DDX1,7.561080352,7.494683631,7.715473898,5.296103521,5.090592628
DDX10,4.010629034,3.996513438,3.909825145,3.20767761,1.854636614
DDX11L10,0.070746229,0.129624431,0.148812699,0.007111956,0.02339677
DDX12P,2.54597078,2.449093476,2.155941414,2.19887435,1.148501048
DDX18,6.920314294,6.756549535,6.642065358,4.53483376,4.140621573
DDX21,6.106485894,6.035114038,5.7574516,4.799007783,5.866980522
DDX23,7.236635726,7.21149967,7.08161651,4.775584525,4.471622532
DDX24,8.048846864,8.174441901,8.380885267,5.357550155,5.714150052
DDX25,3.2969721,3.672846212,4.529079498,2.173311378,1.355449111
DDX27,6.533672792,6.446901718,6.326789474,4.715902153,4.672353234
DDX39A,7.528883867,7.507142246,6.979085502,6.684820094,6.17448241
DDX3X,7.923095861,7.838121675,7.955059624,7.078532837,7.129733879
DDX3Y,4.053069404,3.851498877,3.809504767,3.588018228,3.466725837
DDX4,0.304380478,0.343178047,0.396357221,0.114680088,0.244392141
DDX41,7.246784354,7.258193444,6.892239526,5.22280869,5.18652291
DDX46,6.159162302,6.070691811,6.169997486,3.714700669,3.955577897
DDX50,5.577108916,5.570706281,5.482805901,3.430026689,3.28044368
DDX51,5.353044217,5.305681971,5.514721709,4.114733256,3.919861987
DDX52,4.773321785,4.616996003,4.602488224,2.583656839,2.362791975
DDX55,4.892602944,4.806233023,4.599092579,3.12293473,2.573465557
DDX56,7.122440678,7.003243245,6.952664663,5.718645032,5.571106576
DDX58,4.539657091,4.439239414,4.366559173,2.637576319,2.966858638
DDX59,5.242196913,5.117893189,5.115691895,3.777401098,3.333800971
DDX6,2.615972715,2.567811095,2.760317687,1.923778116,1.136684749
DDX60,3.954590105,3.85985649,3.629934286,1.789642721,1.938076011
DDX60L,3.935817915,3.747974744,3.458970002,2.970252395,2.388185568
DECR1,7.317540931,7.270319353,7.223404168,5.646232997,5.578507992
DECR2,5.343218874,5.448029668,5.200313203,3.740479004,3.768183855
DEDD2,5.698916143,5.655729757,5.549841076,5.221076207,4.628960796
DEF6,4.67517269,4.924928953,4.623798172,5.268516919,5.136560609
DEF8,6.49706217,6.504994578,6.774678629,4.631026968,4.154223356
DEFA10P,0,0,0,0,0
DEFA11P,0,0,0,0,0
DEFA1B,0.73901477,0.866203668,0.861917883,5.430862999,2.245417345
DEFA4,0.55820024,0.525494591,0.779695558,5.445902151,2.260176849
DEFA5,0,0.064501182,0.260020045,0.257365918,0
DEFA6,0.063033167,0.031965258,0.060994449,0.16084843,0
DEFA8P,0,0,0,1.491819553,0.550109945
DEFA9P,0,0,0,1.256745755,0
DEFB1,0.306630807,0.302191076,0.225289957,0.091521865,0.437061279
DEFB107A,0,0,0,0,0
DEFB107B,0,0,0,0,0
DEFB108B,0.057964608,0,0.064367373,0,0
DEFB110,0,0,0,0.142037598,0
DEFB112,0,0,0,0,0
DEFB113,0,0,0,0,0
DEFB114,0,0,0,0,0
DEFB115,0,0,0,0.396187982,0.474018423
DEFB116,0,0,0,0,0
DEFB118,0.014587862,0,0,0.316504011,1.401747168
DEFB119,0.574957548,0.498353176,0.321929012,1.386364123,0.537809196
DEFB121,0,0,0,0,0
DEFB122,0,0,0,0,0.378623304
DEFB123,0,0,0.042369062,0.456591097,0.248439308
DEFB124,1.032177762,1.186924277,0.847108696,0.666375973,0
DEFB125,0.017877272,0,0,0.915016357,0
DEFB126,0,0.055962449,0,0.65736595,0.029638486
DEFB127,0,0,0,0,0.13455179
DEFB128,0,0,0.045694785,0,0
DEFB129,0,0,0,1.12850225,0.288034288
DEFB131A,0,0,0,0,0
DEFB132,0,0,0,0.515345505,0.221923327
DEFB134,0.091156047,0.052869754,0.068822487,0,0.051468604
DEFB135,0.270011456,0,0.155687231,0.070616414,0
DEFB136,0.095666069,0.050155841,0.117921318,0.095377368,0.045839257
DEFB4A,0,0,0,0,0
DEFB4B,0,0,0,0,0
DEGS1,7.880443853,7.916212066,7.887547759,6.745812921,6.04381924
DEGS2,2.374073335,2.451008023,3.147894209,1.998623153,2.064504472
DEK,7.970475404,7.784346926,7.612012431,6.770967523,5.399042243
DELE1,6.037889292,6.067711602,6.244922878,4.798313342,5.091564819
DELEC1,0.603860847,0.586916386,0.534870931,0.129680135,0.03768941
DENND11,0.083760306,0.143149157,0.286475584,0.062521015,0.02950597
DENND1B,2.902033771,2.736999975,2.789426036,1.697481506,1.388279828
DENND2A,6.617391282,6.540624785,6.535674692,4.700893513,4.378296921
DENND2B,6.227088792,6.275212095,6.011282605,3.61192603,3.617843666
DENND2D,3.025855881,3.352887971,2.56655957,2.906171175,2.385342876
DENND3,4.786932668,5.090838699,5.074417623,4.854372274,5.611764503
DENND4B,6.271172048,6.285816175,6.396399326,4.514468667,5.683850674
DENND4C,5.198413047,4.997720202,4.922858295,3.689292428,3.332356899
DENND5A,7.723935047,7.678448873,7.790795619,6.33338101,4.953683498
DENND6A,5.422645792,5.294204406,5.147923095,4.028089713,3.655317726
DENND6B,5.328675451,5.373466975,5.516513041,3.46132659,3.805490426
DENR,6.684844397,6.64408882,6.656293614,4.514513687,4.312813779
DEPDC1,2.721382042,2.569054792,2.264695627,1.252057557,1.02015967
DEPDC1B,3.26606475,3.055050394,2.797362789,2.565399217,1.375640989
DEPDC5,3.686206361,3.695162013,3.84053236,2.159113548,2.765301253
DEPDC7,2.55938336,2.515466448,2.792158833,1.782333057,1.934374287
DEPTOR,3.989898296,4.099385741,4.8579967,3.334336765,3.733616199
DERA,6.178593767,6.114304643,6.010228409,4.294597517,3.853318211
DERL1,5.811081555,5.825706999,5.529439405,4.078783746,3.660188768
DERL2,6.8970084,6.90552441,6.529916471,5.394715183,4.541532032
DES,3.350477729,3.353534511,2.907270168,1.713805061,1.388268136
DESI1,6.467568928,6.512204442,6.719359824,5.363471674,3.969955792
DESI2,6.031536388,5.822846456,5.577429674,3.065356549,2.718119055
DET1,3.766952003,3.723861142,3.719013465,2.172886551,1.52471739
DEUP1,0.108942852,0.148004116,0.195669406,0.108908032,0.079253699
DEXI,6.825662241,6.948132097,7.050198417,5.558579023,4.254167766
DFFA,5.521339014,5.404263065,5.643496968,3.352614912,2.669635936
DFFB,3.69397438,3.498134348,3.844424574,2.309963151,3.035206709
DGAT2,3.035074002,3.135027747,3.089617925,3.551274985,3.939226264
DGAT2L6,0.255896751,0.194076429,0.106236175,0.07566606,0
DGCR6,4.948417773,5.064239622,5.471876734,3.563210188,3.142668638
DGCR6L,5.894972751,5.931527962,5.973282955,6.098804186,4.777292398
DGKA,4.504781162,4.536225273,4.420152383,4.348987807,4.003766158
DGKB,3.353743815,3.342148594,4.172836296,2.538179112,0.907235819
DGKD,5.526200006,5.56231561,5.39077367,3.642808449,4.700584922
DGKG,4.826288611,4.907106178,5.097923388,2.735331438,1.787481339
DGKH,1.73397399,1.857257144,1.651529217,0.77357497,0.506303768
DGKI,3.089470035,3.101959751,3.254484548,1.760386201,1.193736793
DGKK,0,0,0,0,0
DGKQ,4.883625049,5.065275667,5.323715191,3.826077367,2.923516941
DGUOK,7.2776866,7.249040412,7.057540809,6.232740401,4.589064161
DHCR24,6.027899302,6.7262252,7.366936306,6.286496504,6.512523944
DHCR7,6.516538,6.64372474,6.91351281,5.423954089,4.320921036
DHDDS,5.717936483,5.665009614,5.584245219,4.399845417,4.225941513
DHDH,1.899849626,1.819411555,1.855854044,1.58879025,1.049507857
DHH,1.150828191,1.629039604,1.203217491,0.666958103,0.639238851
DHODH,4.651115482,4.657165231,4.553270425,3.592118951,2.253942627
DHRS1,4.368893017,4.457859023,4.369274189,3.470050291,3.151660162
DHRS11,0,0,0,0,0
DHRS12,3.856999927,3.941429345,4.006582684,3.664218998,2.888696784
DHRS13,5.776713896,5.817266379,5.328879478,4.134601073,4.382652465
DHRS2,0.909526727,1.108843711,0.99665114,1.009553402,1.564112052
DHRS3,6.534368784,6.548642395,6.233433627,6.15911967,5.273708266
DHRS7B,5.259801496,5.315511095,5.300783855,3.301498631,3.727856076
DHRS7C,0.184681359,0.343366771,0.630279166,0.022769116,0.327290679
DHRS9,1.905311744,1.9766122,3.140020089,4.287597499,3.34748253
DHTKD1,5.399336359,5.328008128,5.511196575,3.165819872,3.048981778
DHX15,6.922926255,6.813576942,6.723336767,5.177041482,4.35216966
DHX29,5.529921521,5.422708289,5.573539475,4.256723302,4.152562115
DHX33,5.398322941,5.285088304,5.280417096,2.938698117,2.948750866
DHX34,5.042723249,5.031020331,4.806745271,3.992155841,4.035924731
DHX35,4.734267267,4.675559755,4.822389142,2.813815189,2.235470318
DHX36,6.477346795,6.391546885,6.3712702,4.153400886,3.51441916
DHX37,5.033155033,5.084872471,4.96781675,3.095795015,3.802124908
DHX57,4.788611895,4.705343961,4.758196357,2.433318389,2.059398708
DHX58,0,0,0,0,0
DHX8,5.638022153,5.64068385,5.514251312,3.828679319,3.99580813
DHX9,7.437396817,7.375533282,7.497782811,5.343777182,4.623634694
