Samples,Neftel,Garofano,ALA_sig_UCell,GPM_UCell,MTC_UCell,NEU_UCell,PPR_UCell,MES2_UCell,MES1_UCell,AC_UCell,OPC_UCell,NPC1_UCell,NPC2_UCell,Injury_UCell,Developmental_UCell
MGH122_P2_F07,NPC2,NEU,0.12418254,0,0.047019608,0.028773333,0,0.181424837,0.017398693,0.098533333,0.068235294,0.412921569,0.533091503,0.274491459,0.250985685
MGH122_P2_F10,NPC2,NEU,0.105965608,0.040313725,0.06751634,0,0.042084967,0.188222222,0.032993464,0.22895,0.146882353,0.31345098,0.229248366,0.270821288,0.247334867
MGH122_P2_G01,NPC2,NEU,0.115955026,0.029542484,0.115490196,0,0.057973856,0.187385621,0.068267974,0.1183,0.166052288,0.382928105,0.485176471,0.27265484,0.252064928
MGH122_P2_G06,NPC2,NEU,0.109433862,0.033437908,0.144065359,0.03896,0.044222222,0.185104575,0.051856209,0.088358333,0.115464052,0.323875817,0.385418301,0.2744424,0.256553681
MGH122_P2_H01,NPC2,NEU,0.128260582,0.025163399,0.188339869,0.021093333,0.055065359,0.181647059,0.051176471,0.171316667,0.217901961,0.293973856,0.298575163,0.265802015,0.240272495
MGH122_P2_H09,NPC2,NEU,0.101428571,0.028065359,0.193856209,0.028613333,0.053058824,0.167882353,0.030875817,0.073016667,0.128640523,0.364555556,0.427921569,0.265500657,0.240423824
MGH122_P2_H12,NPC2,NEU,0.117060847,0.031843137,0.140104575,0,0.04751634,0.213039216,0.043424837,0.141775,0.231555556,0.368235294,0.357124183,0.270826106,0.248515849
MGH122_P3_A12,NPC2,NEU,0.111097884,0.034183007,0.106771242,0.033586667,0.023346405,0.137405229,0.018104575,0.05815,0.111163399,0.36227451,0.493660131,0.266049058,0.256656442
MGH122_P3_B03,NPC2,NEU,0.11387963,0.039398693,0.128156863,0.02668,0.040183007,0.170418301,0.051699346,0.05815,0.058,0.31503268,0.504973856,0.269109505,0.258115031
MGH122_P3_B08,NPC2,NEU,0.102539683,0.047045752,0.09554902,0.045973333,0.031359477,0.209581699,0.022150327,0.039225,0.104130719,0.308202614,0.438183007,0.270315813,0.251510736
MGH122_P3_B12,NPC2,NEU,0.106624339,0.031477124,0.144418301,0.06126,0.028326797,0.148261438,0.034418301,0.114566667,0.08330719,0.403084967,0.570392157,0.276809461,0.252150307
MGH122_P3_C01,NPC2,PPR,0.114063492,0.026640523,0.147202614,0.03256,0.151915033,0.094130719,0.075189542,0.088316667,0.090522876,0.321620915,0.422091503,0.269632939,0.24372955
MGH122_P3_C03,NPC2,NEU,0.129382275,0,0.12296732,0.0368,0.071437908,0.24003268,0.08751634,0.190916667,0.207594771,0.230581699,0.200784314,0.267865966,0.241291411
MGH122_P3_C07,NPC2,NEU,0.101100529,0.025163399,0.121895425,0.05268,0.055542484,0.07903268,0.020026144,0.098033333,0.073320261,0.225882353,0.30145098,0.267551467,0.262654908
MGH122_P3_C12,NPC2,NEU,0.105333333,0.040901961,0.158418301,0.036946667,0.053660131,0.125189542,0.028836601,0.096216667,0.085869281,0.39254902,0.590261438,0.271411301,0.256481595
MGH122_P3_D05,NPC2,NEU,0.127796296,0.060039216,0.090287582,0.041133333,0.105366013,0.157372549,0.032653595,0.14825,0.203281046,0.331477124,0.455071895,0.277782304,0.251217791
MGH122_P3_D12,NPC2,NEU,0.115597884,0.016836601,0.156065359,0,0.089895425,0.187143791,0.054352941,0.09235,0.076797386,0.336169935,0.503673203,0.270099431,0.242497444
MGH122_P3_E01,NPC2,NEU,0.113359788,0.030078431,0.149830065,0.030333333,0.052418301,0.217437908,0.088300654,0.199533333,0.202091503,0.301045752,0.400457516,0.268409111,0.25305726
MGH122_P3_E08,NPC2,NEU,0.121679894,0.041529412,0.117124183,0.055066667,0.035712418,0.314143791,0.028470588,0.15015,0.263300654,0.269248366,0.145398693,0.271436706,0.254984663
MGH122_P3_F10,NPC2,NEU,0.11173545,0.038405229,0.096522876,0.0372,0.040601307,0.262039216,0.036875817,0.080666667,0.106666667,0.34496732,0.582352941,0.26848445,0.247883436
MGH122_P3_F11,NPC2,NEU,0.119333333,0.024581699,0.195202614,0.050813333,0.031686275,0.19172549,0.058143791,0.108683333,0.086679739,0.370248366,0.535810458,0.270385896,0.250224949
MGH122_P3_G01,NPC2,NEU,0.132126984,0.02103268,0.155006536,0.02384,0.037856209,0.176457516,0.13220915,0.11395,0.139300654,0.316379085,0.276888889,0.275586071,0.242139059
MGH122_P3_H02,NPC2,NEU,0.117428571,0.017222222,0.184169935,0.030226667,0,0.188026144,0.06372549,0.123533333,0.177601307,0.410418301,0.360941176,0.273289531,0.252243354
MGH122_P3_H05,NPC2,NEU,0.121902116,0.061045752,0.115928105,0.046026667,0,0.239124183,0.047986928,0.080916667,0.066339869,0.354921569,0.563215686,0.266627245,0.25506544
MGH122_P3_H07,NPC2,NEU,0.103002646,0.044941176,0.230771242,0.01976,0.022627451,0.104810458,0.105594771,0.131533333,0.150843137,0.312745098,0.322392157,0.269922908,0.243118609
MGH122_P3_H10,NPC2,NEU,0.121441799,0.019111111,0.116745098,0.024586667,0.033666667,0.152444444,0.026281046,0.05725,0.077816993,0.442045752,0.494575163,0.273371003,0.24959816
MGH122_P3_H11,NPC2,NEU,0.125291005,0.032980392,0.137908497,0.048866667,0.027882353,0.215542484,0.04124183,0.067566667,0.142169935,0.269607843,0.324470588,0.271738064,0.240027096
MGH122_P3_H12,NPC2,NEU,0.100645503,0.028117647,0.097803922,0.02164,0.032980392,0.145294118,0.040960784,0.056333333,0.07820915,0.372607843,0.497875817,0.263467367,0.253119632
MGH122_P6_A02,NPC2,NEU,0.107214286,0.042875817,0.094732026,0.06008,0.034797386,0.230026144,0.022013072,0.092533333,0.147862745,0.274326797,0.215045752,0.26607972,0.245138037
MGH122_P6_A07,NPC2,NEU,0.123797619,0.052143791,0.141111111,0.026333333,0.039104575,0.181385621,0.063189542,0.189166667,0.178130719,0.311071895,0.265176471,0.268851511,0.247255112
MGH122_P6_A09,NPC2,NEU,0.106407407,0.039764706,0.102196078,0.026186667,0.022169935,0.170653595,0.038444444,0.05495,0.158849673,0.277908497,0.494777778,0.267970653,0.252572597
MGH122_P6_B02,NPC2,NEU,0.139793651,0.044026144,0.109895425,0,0.023653595,0.300405229,0.135385621,0.1566,0.093751634,0.350915033,0.268078431,0.274076216,0.246919223
MGH122_P6_B07,NPC2,NEU,0.133637566,0.019464052,0.144509804,0.025386667,0.037686275,0.220313725,0.096026144,0.254591667,0.269300654,0.33724183,0.379614379,0.272956198,0.252310327
MGH122_P6_B09,NPC2,NEU,0.116912698,0.037124183,0.151287582,0.037413333,0.043111111,0.182261438,0.039921569,0.071616667,0.138124183,0.322300654,0.517065359,0.265556286,0.253812372
MGH122_P6_B11,NPC2,NEU,0.110029101,0.039176471,0.16827451,0,0.07579085,0.119372549,0.04248366,0.129733333,0.189928105,0.363856209,0.389359477,0.267297416,0.238138037
MGH122_P6_D11,NPC2,NEU,0.126898148,0.037882353,0.129084967,0,0.040503268,0.18324183,0.07303268,0.202316667,0.261869281,0.309660131,0.242941176,0.267544459,0.248062883
MGH122_P6_E04,NPC2,NEU,0.113198413,0.029163399,0.117836601,0.032666667,0.03130719,0.181202614,0.040130719,0.16415,0.211477124,0.497006536,0.386366013,0.27431406,0.260654397
MGH122_P6_F03,NPC2,NEU,0.126462963,0.040352941,0.092287582,0,0.052156863,0.178764706,0.075235294,0.215691667,0.304411765,0.378026144,0.301607843,0.267534823,0.25670501
MGH122_P6_F09,NPC2,NEU,0.108009259,0.049202614,0.116477124,0.04528,0.063673203,0.154339869,0.040980392,0.092866667,0.11296732,0.323163399,0.473751634,0.265586071,0.251851738
MGH122_P6_F12,NPC2,NEU,0.115497354,0.030444444,0.16203268,0,0.042588235,0.207751634,0.039542484,0.132666667,0.127313725,0.389673203,0.424026144,0.27056417,0.253350716
MGH122_P6_G01,NPC2,NEU,0.11275,0.047359477,0.13675817,0.065693333,0.02951634,0.138405229,0.049490196,0.0365,0.054065359,0.34772549,0.474947712,0.268794569,0.256086912
MGH122_P6_G06,NPC2,NEU,0.122399471,0,0.131137255,0,0.03572549,0.189568627,0.04379085,0.109941667,0.225803922,0.358,0.429137255,0.267939991,0.246023006
MGH122_P6_H04,NPC2,NEU,0.102603175,0.029254902,0.185215686,0.040093333,0.023555556,0.175215686,0.038065359,0.113166667,0.117045752,0.288457516,0.491477124,0.265816032,0.246947853
MGH122_P6_H06,NPC2,NEU,0.138928571,0.041333333,0.084849673,0.026333333,0.049045752,0.259640523,0.068176471,0.118416667,0.112117647,0.27151634,0.339228758,0.269864652,0.247966769
MGH122_P7_A08,NPC2,NEU,0.114714286,0.046915033,0.188666667,0.077733333,0.036026144,0.051359477,0.031202614,0.051316667,0.065411765,0.15220915,0.283320261,0.272774858,0.270105317
MGH122_P7_B02,NPC2,NEU,0.126272487,0,0.143098039,0,0.072143791,0.215091503,0.052928105,0.126758333,0.121150327,0.314117647,0.265202614,0.273146737,0.238243865
MGH122_P7_B03,NPC2,NEU,0.132152116,0.029411765,0.113058824,0.019786667,0.03145098,0.298614379,0.069973856,0.1388,0.124013072,0.374601307,0.367503268,0.273892685,0.262610429
MGH122_P7_B04,NPC2,NEU,0.104312169,0.03096732,0.207359477,0,0.059888889,0.151424837,0.070941176,0.098975,0.073078431,0.31675817,0.427816993,0.265896189,0.237347648
MGH122_P7_B06,NPC2,NEU,0.128465608,0.055973856,0.072784314,0.027413333,0.06869281,0.371869281,0.10572549,0.180258333,0.146392157,0.208013072,0.217973856,0.273069207,0.244793967
MGH122_P7_B09,NPC2,NEU,0.111240741,0.027294118,0.12279085,0.027453333,0.041535948,0.16320915,0.068026144,0.0761,0.172535948,0.343346405,0.369313725,0.27238064,0.247543456
MGH122_P7_C03,NPC2,NEU,0.109403439,0.040732026,0.075183007,0.03928,0.068098039,0.233189542,0.027869281,0.048433333,0.052784314,0.386653595,0.519640523,0.266671485,0.249835378
MGH122_P7_D03,NPC2,NEU,0.118759259,0.026862745,0.124856209,0.030613333,0.057934641,0.158627451,0.022026144,0.069783333,0.07551634,0.360431373,0.458078431,0.270356548,0.252877812
MGH122_P7_D07,NPC2,NEU,0.124801587,0.028718954,0.112862745,0.026506667,0.040849673,0.177921569,0.048928105,0.1373,0.095176471,0.312777778,0.451366013,0.272235655,0.249767894
MGH122_P7_E05,NPC2,NEU,0.113380952,0.035071895,0.059673203,0.023106667,0.062379085,0.186019608,0.08572549,0.1359,0.118594771,0.395686275,0.580313725,0.269805081,0.253114008
MGH122_P7_E07,NPC2,NEU,0.118641534,0.023437908,0.09620915,0.02852,0.036522876,0.162712418,0.030039216,0.114116667,0.123333333,0.423901961,0.53496732,0.272892685,0.256464213
MGH122_P7_F02,NPC2,NEU,0.114824074,0.019509804,0.141490196,0.028946667,0.053183007,0.203764706,0.041372549,0.1447,0.132169935,0.338457516,0.380594771,0.270720543,0.244945808
MGH122_P7_F04,NPC2,NEU,0.134912698,0.033705882,0.092117647,0.05228,0.042405229,0.259647059,0.078594771,0.07265,0.115601307,0.294941176,0.518562092,0.277236969,0.249368098
MGH122_P7_F10,NPC2,NEU,0.124335979,0.044993464,0.116771242,0.020146667,0.070980392,0.31275817,0.119908497,0.140533333,0.132732026,0.216666667,0.311359477,0.276117827,0.25158589
MGH122_P7_G03,NPC2,NEU,0.115695767,0.024111111,0.116261438,0.02172,0.053738562,0.099084967,0.038771242,0.1459,0.086810458,0.401712418,0.592947712,0.270595269,0.255464724
MGH122_P7_G06,NPC2,NEU,0.118193122,0.02603268,0.116091503,0.027333333,0.038470588,0.163111111,0.031895425,0.135716667,0.147418301,0.347666667,0.593228758,0.271266754,0.246740286
MGH122_P7_H02,NPC2,NEU,0.1035,0.028313725,0.114235294,0.02196,0.049013072,0.17520915,0.03779085,0.10985,0.148098039,0.287261438,0.269176471,0.270449847,0.246355828
MGH122_P7_H09,NPC2,NEU,0.116215608,0.029542484,0.275163399,0,0.03530719,0.063176471,0.02772549,0.060725,0.099764706,0.325986928,0.335281046,0.269014017,0.242743865
MGH124_CD45negP1_A11,NPC2,PPR,0.114347884,0.02896732,0.074823529,0,0.158901961,0.133071895,0.044771242,0.1489,0.175124183,0.287392157,0.263764706,0.267193605,0.244718814
MGH124_CD45negP1_A12,NPC2,NEU,0.10687037,0.033830065,0.148601307,0.01696,0.060666667,0.059078431,0.030888889,0.1332,0.081359477,0.259699346,0.20275817,0.273165572,0.250199898
MGH124_CD45negP1_B02,NPC2,NEU,0.115345238,0.031,0.134431373,0.031253333,0.040947712,0.104660131,0.033705882,0.199916667,0.261431373,0.466849673,0.516117647,0.269583443,0.255282209
MGH124_CD45negP1_C02,NPC2,NEU,0.109079365,0.019359477,0.11069281,0.06896,0.033594771,0.109143791,0.036117647,0.0282,0.122555556,0.337215686,0.535777778,0.272505037,0.259969325
MGH124_CD45negP1_C05,NPC2,NEU,0.116219577,0.023098039,0.083908497,0.03384,0.020653595,0.087346405,0.030261438,0.037066667,0.100836601,0.365895425,0.525764706,0.272235655,0.254206033
MGH124_CD45negP1_C09,NPC2,NEU,0.112515873,0.018875817,0.126980392,0.043053333,0.049176471,0.107562092,0.036653595,0.06335,0.070640523,0.401477124,0.510614379,0.265162505,0.257716258
MGH124_CD45negP1_D05,NPC2,NEU,0.112828042,0.036535948,0.067333333,0,0.061267974,0.072653595,0.036679739,0.099816667,0.053503268,0.274882353,0.361660131,0.270304862,0.255203988
MGH124_CD45negP1_D08,NPC2,NEU,0.108895503,0.036111111,0.101875817,0.0394,0.025490196,0.123803922,0.038006536,0.092933333,0.140653595,0.382732026,0.52479085,0.267273763,0.256722393
MGH124_CD45negP1_D10,NPC2,NEU,0.119574074,0.037294118,0.150235294,0.021386667,0.03324183,0.136784314,0,0.071841667,0.167594771,0.280823529,0.454764706,0.268243539,0.253153885
MGH124_CD45negP1_D11,NPC2,NEU,0.108224868,0.018941176,0.117143791,0.028213333,0.045392157,0.168091503,0.02724183,0.0468,0.17530719,0.355647059,0.487529412,0.271158125,0.254422802
MGH124_CD45negP1_E03,NPC2,NEU,0.120887566,0.039346405,0.129542484,0.03968,0.057202614,0.156594771,0.051457516,0.097483333,0.103529412,0.410522876,0.438954248,0.268939115,0.252228528
MGH124_CD45negP1_E06,NPC2,NEU,0.112862434,0.016705882,0.096398693,0.03208,0.035058824,0.336666667,0.054104575,0.055333333,0.041960784,0.193222222,0.248026144,0.270474376,0.243711656
MGH124_CD45negP1_E09,NPC2,NEU,0.110183862,0.02854902,0.098784314,0,0.074065359,0.109607843,0,0.10725,0.169366013,0.268313725,0.344601307,0.266060885,0.25795501
MGH124_CD45negP1_F02,NPC2,NEU,0.111759259,0.025843137,0.080745098,0.035933333,0.054575163,0.115555556,0.018444444,0.066483333,0.098457516,0.345875817,0.551222222,0.273983793,0.260079243
MGH124_CD45negP1_F03,NPC2,NEU,0.105103175,0.053503268,0.203633987,0.026026667,0.023359477,0.100431373,0.038398693,0.096633333,0.133254902,0.293810458,0.396947712,0.265489269,0.252839468
MGH124_CD45negP1_G04,NPC2,NEU,0.112582011,0.067686275,0.152326797,0.040973333,0.027607843,0.153640523,0.032810458,0.099008333,0.078098039,0.351542484,0.499398693,0.270780114,0.249801636
MGH124_CD45negP1_G06,NPC2,NEU,0.113838624,0.021777778,0.128915033,0.02748,0.062509804,0.188267974,0.022156863,0.085783333,0.095921569,0.341934641,0.511986928,0.267533071,0.261277096
MGH124_CD45negP1_G07,NPC2,NEU,0.12084127,0.039098039,0.143235294,0.046666667,0.048588235,0.138078431,0.026640523,0.103916667,0.123686275,0.392313725,0.530522876,0.270914148,0.265066462
MGH124_CD45negP1_G09,NPC2,NEU,0.122338624,0.032,0.129359477,0.020226667,0.036326797,0.097071895,0.027163399,0.1113,0.110104575,0.352980392,0.479810458,0.269342532,0.259943252
MGH124_CD45negP1_H01,NPC2,NEU,0.110899471,0.033254902,0.072862745,0.04708,0.05648366,0.167346405,0.020444444,0.07225,0.109235294,0.26220915,0.494718954,0.266594831,0.257986196
MGH124_CD45negP1_H02,NPC2,NEU,0.10692328,0.041803922,0.146078431,0.041853333,0.044313725,0.071294118,0.035163399,0.064116667,0.120601307,0.318026144,0.527084967,0.271288217,0.259861963
MGH124_CD45negP1_H05,NPC2,NEU,0.114854497,0.032745098,0.125313725,0.05312,0.030849673,0.075444444,0.050562092,0.0821,0.104535948,0.361372549,0.509568627,0.268712659,0.253359918
MGH124_CD45negP1_H11,NPC2,NEU,0.116257937,0.043660131,0.131385621,0.01884,0.044039216,0.173934641,0.038823529,0.132783333,0.098405229,0.396901961,0.627738562,0.275028471,0.252288344
MGH124_CD45negP2_A03,NPC2,NEU,0.116029101,0.022287582,0.105215686,0.06414,0.030915033,0.083248366,0.028117647,0.118766667,0.150627451,0.361633987,0.565529412,0.276698204,0.2623318
MGH124_CD45negP2_A08,NPC2,NEU,0.12360582,0.02972549,0.11669281,0.036306667,0.017856209,0.223823529,0.05448366,0.158166667,0.211640523,0.279333333,0.277627451,0.276445028,0.257056748
MGH124_CD45negP2_A10,NPC2,NEU,0.103269841,0.032784314,0.128379085,0.029813333,0.039111111,0.110745098,0,0.053916667,0.103934641,0.359882353,0.463202614,0.268914148,0.252071575
MGH124_CD45negP2_A11,NPC2,NEU,0.119019841,0.018287582,0.120718954,0,0.062830065,0.16145098,0,0.08905,0.131477124,0.400575163,0.427496732,0.26999562,0.250985685
MGH124_CD45negP2_A12,NPC2,NEU,0.106989418,0.029647059,0.124392157,0.026386667,0.026117647,0.120908497,0.026575163,0.046016667,0.086732026,0.373333333,0.471614379,0.265422689,0.263609407
MGH124_CD45negP2_B03,NPC2,NEU,0.102063492,0.039477124,0.096718954,0.047946667,0,0.139660131,0.034705882,0.0936,0.076666667,0.345359477,0.508065359,0.269563732,0.254501022
MGH124_CD45negP2_B04,NPC2,NEU,0.118551587,0,0.11524183,0.02736,0.04230719,0.120215686,0.031392157,0.1387,0.22296732,0.36654902,0.447281046,0.271196671,0.254903885
MGH124_CD45negP2_B06,NPC2,NEU,0.11337037,0.019960784,0.098091503,0.06052,0.078091503,0.129529412,0.03730719,0.100783333,0.136705882,0.303222222,0.484993464,0.270043364,0.252261247
MGH124_CD45negP2_B09,NPC2,NEU,0.098830688,0.04579085,0.064771242,0.079893333,0.06827451,0.075215686,0.052313725,0.075866667,0.13254902,0.347640523,0.43851634,0.266731056,0.261562372
MGH124_CD45negP2_C03,NPC2,NEU,0.110333333,0.04654902,0.061385621,0.041986667,0.055673203,0.08127451,0.047398693,0.082283333,0.129888889,0.378287582,0.527764706,0.270942619,0.255044479
MGH124_CD45negP2_C05,NPC2,NEU,0.120794974,0.033084967,0.125562092,0.044386667,0.06903268,0.141947712,0.034830065,0.0503,0.146777778,0.409490196,0.50172549,0.274220324,0.263877301
MGH124_CD45negP2_C07,NPC2,NEU,0.12375,0.03703268,0.05096732,0,0.027986928,0.13169281,0.034143791,0.051583333,0.112522876,0.375947712,0.399620915,0.272886553,0.264566462
MGH124_CD45negP2_C11,NPC2,NEU,0.107563492,0.030640523,0.162738562,0.04492,0.02875817,0.120588235,0,0.222616667,0.28172549,0.389607843,0.439071895,0.265992554,0.254911554
MGH124_CD45negP2_C12,NPC2,NEU,0.114571429,0.029470588,0.067071895,0.045186667,0.041464052,0.200823529,0.077529412,0.065666667,0.099777778,0.387627451,0.559895425,0.271320193,0.269216769
MGH124_CD45negP2_D03,NPC2,NEU,0.115349206,0.036235294,0.110294118,0.06684,0.045620915,0.116183007,0.019986928,0.05465,0.055294118,0.357633987,0.484405229,0.271049934,0.257905419
MGH124_CD45negP2_D06,NPC2,NEU,0.115798942,0.035058824,0.102575163,0.02472,0.052562092,0.095810458,0.025895425,0.158066667,0.169444444,0.299928105,0.305287582,0.271413491,0.252561861
MGH124_CD45negP2_D09,NPC2,NEU,0.112953704,0.026888889,0.138444444,0.02736,0.045607843,0.136614379,0.01875817,0.1093,0.178568627,0.413869281,0.417908497,0.266683749,0.24501636
MGH124_CD45negP2_D12,NPC2,NEU,0.104914021,0.031150327,0.108738562,0.042346667,0.041660131,0.241163399,0.037228758,0.131283333,0.099496732,0.272980392,0.306738562,0.270050372,0.256937628
MGH124_CD45negP2_E02,NPC2,NEU,0.115572751,0.046320261,0.121777778,0.02568,0.032444444,0.085477124,0.020901961,0.05815,0.052888889,0.354431373,0.490509804,0.265922908,0.256812372
MGH124_CD45negP2_E05,NPC2,NEU,0.107534392,0.032130719,0.127071895,0.035186667,0.024666667,0.191254902,0.035150327,0.07075,0.131124183,0.40875817,0.522823529,0.267804643,0.255180982
MGH124_CD45negP2_E12,NPC2,PPR,0.110854497,0.024679739,0.089006536,0.022773333,0.255503268,0.124470588,0.032444444,0.117425,0.119470588,0.212856209,0.258836601,0.26603329,0.253324131
MGH124_CD45negP2_F01,NPC2,NEU,0.120134921,0.020235294,0.137006536,0.0498,0.043228758,0.189562092,0.045333333,0.057033333,0.082104575,0.370013072,0.562810458,0.277385458,0.265336401
MGH124_CD45negP2_F04,NPC2,NEU,0.110809524,0.035019608,0.080601307,0.028906667,0,0.178418301,0.044026144,0.123016667,0.191738562,0.29996732,0.506490196,0.267300482,0.260751534
MGH124_CD45negP2_F06,NPC2,NEU,0.106335979,0.039594771,0.104281046,0.06724,0.039287582,0.153464052,0.050457516,0.065316667,0.105071895,0.354287582,0.549764706,0.272853263,0.262033231
MGH124_CD45negP2_F09,NPC2,NEU,0.119312169,0.031189542,0.088901961,0.036853333,0.08727451,0.1,0.055058824,0.06165,0.128993464,0.305183007,0.330947712,0.271702146,0.253587935
MGH124_CD45negP2_F11,NPC2,NEU,0.109805556,0.033666667,0.084313725,0.04268,0.035673203,0.077215686,0.041,0.15405,0.120705882,0.370137255,0.478699346,0.268009198,0.262663088
MGH124_CD45negP2_F12,NPC2,NEU,0.10910582,0.019320261,0.154111111,0.027293333,0.041091503,0.103039216,0.059320261,0.1136,0.166875817,0.286013072,0.391372549,0.267117827,0.251861963
MGH124_CD45negP2_G01,NPC2,NEU,0.111851852,0.031633987,0.135843137,0.02784,0.04379085,0.120287582,0.064143791,0.052816667,0.034117647,0.299647059,0.412006536,0.268784056,0.256998978
MGH124_CD45negP2_G04,NPC2,NEU,0.110541005,0,0.165254902,0.024626667,0.033562092,0.108614379,0.020771242,0.1013,0.143392157,0.385228758,0.445960784,0.267159877,0.252419223
MGH124_CD45negP2_G08,NPC2,NEU,0.130059524,0.055313725,0.093261438,0.033746667,0.040405229,0.139856209,0.033143791,0.06545,0.131882353,0.390901961,0.548202614,0.270013579,0.268149796
MGH124_CD45negP2_G11,NPC2,NEU,0.118175926,0,0.142588235,0.05972,0.042248366,0.126444444,0.026496732,0.112733333,0.147359477,0.398954248,0.606947712,0.270073149,0.261387526
MGH124_CD45negP2_H02,NPC2,NEU,0.113460317,0.017908497,0.162379085,0.02756,0.031111111,0.120601307,0.049398693,0.223266667,0.261562092,0.464686275,0.286176471,0.265733684,0.256825665
MGH124_CD45negP2_H04,NPC2,NEU,0.115507937,0.035294118,0.15972549,0.031053333,0.038601307,0.105699346,0,0.1042,0.131921569,0.341921569,0.441888889,0.268912396,0.25684816
MGH124_CD45negP2_H07,NPC2,NEU,0.115330688,0.032313725,0.219163399,0.03218,0.035849673,0.086843137,0.01669281,0,0.033856209,0.271843137,0.376333333,0.267451599,0.248511247
MGH124_CD45negP2_H12,NPC2,PPR,0.123206349,0.054313725,0.114013072,0,0.146091503,0.08675817,0.082888889,0.23455,0.298980392,0.290633987,0.184594771,0.26344459,0.249173824
MGH124_CD45negP3_A06,NPC2,NEU,0.11506746,0.044339869,0.138718954,0.034733333,0,0.07620915,0.049424837,0.064116667,0.133228758,0.334562092,0.47751634,0.273746824,0.248409509
MGH124_CD45negP3_A09,NPC2,NEU,0.112489418,0.031111111,0.087098039,0.055946667,0.047751634,0.065816993,0.038862745,0.065216667,0.055647059,0.260078431,0.431150327,0.275698642,0.261137526
MGH124_CD45negP3_A10,NPC2,NEU,0.106529101,0.020196078,0.145418301,0.025986667,0.041803922,0.118470588,0.029424837,0.048416667,0.068862745,0.369254902,0.550091503,0.270850635,0.248270961
MGH124_CD45negP3_B02,NPC2,NEU,0.107191799,0.052150327,0.186444444,0,0.052398693,0.119620915,0.039411765,0.050091667,0.077529412,0.383058824,0.474176471,0.268954446,0.250393661
MGH124_CD45negP3_B06,NPC2,NEU,0.107595238,0.02724183,0.088705882,0,0.06427451,0.093490196,0.034575163,0.076466667,0.095581699,0.364745098,0.38896732,0.262877792,0.244948364
MGH124_CD45negP3_B08,NPC2,NEU,0.119965608,0,0.098771242,0.016413333,0.02269281,0.157477124,0.05151634,0.084383333,0.082039216,0.337843137,0.571169935,0.271207184,0.252224949
MGH124_CD45negP3_B09,NPC2,NEU,0.114661376,0.03903268,0.170509804,0,0,0.428183007,0.046352941,0.062416667,0.093058824,0.214509804,0.198901961,0.267677179,0.241997955
MGH124_CD45negP3_B10,NPC2,NEU,0.10044709,0,0.120045752,0.033613333,0.048457516,0.13127451,0.044895425,0.128516667,0.181777778,0.368816993,0.301477124,0.263974157,0.259099693
MGH124_CD45negP3_C04,NPC2,PPR,0.109550265,0,0.137614379,0,0.158359477,0.121424837,0.039934641,0.0857,0.101490196,0.246986928,0.292045752,0.267947438,0.24346728
MGH124_CD45negP3_C10,NPC2,NEU,0.118419312,0.043751634,0.122052288,0.051506667,0.057411765,0.113124183,0.030366013,0.049133333,0.063647059,0.378169935,0.592915033,0.273406045,0.262382924
MGH124_CD45negP3_D01,NPC2,NEU,0.107174603,0.020457516,0.117117647,0.02262,0.035686275,0.164810458,0,0.0437,0.131215686,0.343882353,0.535228758,0.266851073,0.26045501
MGH124_CD45negP3_D03,NPC2,PPR,0.106571429,0,0.185267974,0.030253333,0.144470588,0.113647059,0,0.089983333,0.130666667,0.397405229,0.415647059,0.266720105,0.253146217
MGH124_CD45negP3_D07,NPC2,NEU,0.117515873,0.033816993,0.123333333,0.04136,0.031202614,0.057137255,0.045333333,0.050633333,0.108875817,0.379640523,0.502013072,0.270702584,0.259976483
MGH124_CD45negP3_D08,NPC2,NEU,0.107632275,0.021934641,0.056496732,0,0.034339869,0.199908497,0.025633987,0.107925,0.121490196,0.279594771,0.448562092,0.26673894,0.261673313
MGH124_CD45negP3_D12,NPC2,NEU,0.114039683,0.028248366,0.075464052,0.018813333,0.044575163,0.084653595,0.029398693,0.04055,0.091947712,0.38154902,0.461333333,0.269893999,0.257222904
MGH124_CD45negP3_E03,NPC2,NEU,0.118828042,0.053764706,0.090660131,0.02016,0.037954248,0.141915033,0.088745098,0.313633333,0.151647059,0.367830065,0.267568627,0.270731494,0.265028119
MGH124_CD45negP3_E04,NPC2,NEU,0.105066138,0.051228758,0.062562092,0.01988,0.022091503,0.094117647,0.054313725,0.1136,0.139607843,0.309267974,0.334941176,0.269115637,0.263373211
MGH124_CD45negP3_E09,NPC2,NEU,0.11592328,0.033816993,0.074477124,0.034026667,0.09624183,0.122026144,0.062444444,0.0271,0.096078431,0.343575163,0.554947712,0.276905826,0.262722393
MGH124_CD45negP3_E10,NPC2,NEU,0.115256614,0.043503268,0.11269281,0.042693333,0.029986928,0.137816993,0.031660131,0.036716667,0.118771242,0.334522876,0.498052288,0.272623741,0.259826687
MGH124_CD45negP3_E12,NPC2,NEU,0.102037037,0.017019608,0.068601307,0.0424,0.086235294,0.096143791,0.028300654,0.018066667,0.052797386,0.240895425,0.330732026,0.268446781,0.247997955
MGH124_CD45negP3_F01,NPC2,NEU,0.118857143,0.049490196,0.109503268,0.029146667,0.021803922,0.078954248,0.026013072,0.068783333,0.053098039,0.320078431,0.402431373,0.267942619,0.255195297
